Time,Crypto_Amt,INR,FIAT,Rate,Fee,Desc,Reference,Coin,Market,SIDE
"2021-10-27 22:14:34",1689293,10.16,0,0.00,18.97,"SHIB purchased",4650331,SHIB,INR,BUY
